name,image,serving_size,prep_time_in_mins,cook_time_in_mins,ingredients,instructions,is_vegetarian,is_breakfast,is_lunch,is_snack,is_dinner,energy_per_serving_kcal,carbohydrate_per_serving_g,protein_per_serving_g,fat_per_serving_g,fiber_per_serving_g
Sojne Patar Bora,https://veganbangla.com/wp-content/uploads/2024/04/fullsizeoutput_2eeb.jpeg?w=900,4,10,30,"Fresh Moringa leaves: 200g,Green Chili- 2/3 pieces,Onion – 1,Beshon(chick pea flour) – 1/4th cup,Wheat flour – 1/4th cup,Salt- 1tsp,Garlic clove – 1 piece,Oil to fry","1. Sort out all the moringa leaves. Wash them in cold water several times.
2. Gather all loose leaves and chop them as fine as possible. Also chop onion and chili.
3. Put chopped leaves, onion, chili in a big bowl and add wheat flour, beshon(chickpea flour), salt. Add some water and knead until everything becomes a sticky mixture.
4. Take some fritter mixture on your palm and give it a fritter shape.
5. In a pan, warm oil to medium heat. Add fritters to hot oil. Flip and fry until both sides get brown. When done, put them on paper towel to soak extra oil.
Serve as a side.",1,0,1,0,1,167,18,8,9,2
Echorer Bora,https://veganbangla.com/wp-content/uploads/2022/10/fullsizeoutput_21e7.jpeg?w=900,4,20,15,"Green Jackfruit (Canned or fresh),200ml vegetable oil to fry,150-200g Gram Flour or Chick pea flour or Besan,Half tsp of Turmeric powder,Half tsp of Red Chili powder,Half tsp of Cumin powder,Half tsp of Gorom Moshla powder,1 tsp fine Salt,50g Fresh Coriander,2-3 green chili,1 onion","1. Strain jackfruit from the canned water and boil them. After boiling strain again and pull them with fork.
2. Take a deep pan and add a table spoon of oil. As ginger garlic paste. Saute until raw flavor is gone.
3. Add dry spices-turmeric, chili, gorom moshla and cumin powder. Saute in low temperature.
4. Then add beshon or chickpea flour and cook until it releases nutty toasty flavor.
5. Add sliced onion, chopped chili and coriander leaves. Cook until they are little soft.
6. Now let the mixture get cooled for a while.
7. Rub some oil in palms and take a small amount of fruit mixture to make patty.
8. Fry them carefully both sides. Serve hot with rice or as a snack.",1,0,1,0,1,353,54,12,11,7
Pur Bhora Kakrol,https://veganbangla.com/wp-content/uploads/2022/09/fullsizeoutput_20ec.jpeg?w=900,4,20,15,"Spiny Gourd aka Kakrol,200ml vegetable oil to fry ,150-200g Gram Flour or Chick pea flour or Besan,50g of Rice Flour,Half tsp of Turmeric powder,1 tsp fine Salt,200g shreded coconut,50g Fresh Coriander,150g White poppy seeds,2-3 green chili,1 onion","1. Wash kakrol and cut the top part and remove stem. Boil them with 1 tsp of salt. Boil until it can be poked with fork.
2. Make a dry paste of poppy seed with coffee grinder or mortar pestle.
3. Take a food processor, take onion, shredded coconut, chili and coriander and blend well.
4. Cut the boiled gourd in half and scoop out the flesh with a help of a spoon. Leave the small *boat* shape gourd and add the flesh to the stuffing mixture and blend again.
5. Stuff the gourd and make round shape.
6. Make batter with gram flour, rice flour, salt and turmeric. Dip the gourds in the batter carefully.
7. Deep fry them carefully. Serve hot with rice or as a snack.",1,0,1,0,1,688,61,20,43,18
Tormujer Khosa diye Daal,https://veganbangla.com/wp-content/uploads/2022/09/fullsizeoutput_1ef5.jpeg?w=900,4,10,30,"250g of white parts of watermelon,1 big potato,20ml Vegetable Oil,1 medium white onion,1tbs fine Salt,1tsp Turmeric powder,1tsp Coriander powder,1tsp Cumin powder,2-3 Chili (optional)","1. Heat oil in a wok or skillet. Add whole cumin, bay leaf, cinnamon stick and pounded garlic. When they start popping, add sliced onions and fry until golden brown. Add salt to soften onion.
2. When onions are golden brown, add white parts of watermelon and all the dry spices. Stir well so they are well combined. Continue to cook in a medium heat.
3. Add water to soften the rinds. Cover the pot for 10 minutes so the veggies get softer and cooked. Put them in low heat.
4. Meanwhile wash red lentil 4-6 times and boil them without any spices.
5. When the rinds look half cooked and translucent, add boiled lentil. Check salt and add if needed.
6. Add water to your amount of preference. Cover and cook for 10 more minutes.
Serve with white rice.",1,0,1,0,1,120,18,2,5,3
Lau er Khosa Bhaji,https://veganbangla.com/wp-content/uploads/2020/07/fullsizeoutput_10d2.jpeg?w=900,3,10,20,"Skin of 1 big Bottle Gourd/Lau,20ml Vegetable Oil (Olive/Mustard/Coconut oil, anything will do),1 medium Onion,1 clove Garlic,1tbs fine Salt,1tsp Turmeric powder,2-3 Chili (optional)","1. Rinse bottle gound. Peel the skin with knife with some flesh on. Slice them thinly. Also slice onions and garlic.
2. Heat oil in a pan and add onion. Cook until golden over medium low heat. add garlic and fry them golden too.
3. Add sliced gourd skin, turmeric powder, chili and salt to pan. Keep stirring frequently until skins get translucent.
4. Cover the pan and simmer for 10 minutes to ensure proper cooking. Stir often in between.
5. After 10minutes, when gourd skins get cooked and soft, stir fry for few more minutes to release extra moisture. When they look nicely roasted and the oil separating out, take off from the heat. Serve warm with rice or ruti!",1,0,1,0,1,84,7,1,6,2
Mular Chochochori,https://veganbangla.com/wp-content/uploads/2022/05/fullsizeoutput_1ca9-1.jpeg?w=1024,3,10,20,"Chinese Radish- 1 piece,Mustard seed – 1/2 tsp,Green chili – 2-3 piece,Turmeric- 1/4 tsp,Nigella seed – 1/4tsp,Dried chili-2-3 piece,Salt to taste,Oil to cook,Bay leaves- 1piece","1. First peel off the outer skin and slice thinly.
2. Heat a table spoon of oil in a pan and add mustard seed, nijella seed, two dried chili and a bay leaf.
3. Add the sliced radishes and add pinch of turmeric powder. Toss them well.
4. After 5 minutes it will start to release water. Keep them stirring.
5. Blend mustard seeds and green chili to a paste and add them to pan. Stir to blend.
6. Continue to cook radish until all excess waters cooked away.
Serve with warm rice.",1,0,1,0,1,77,8,1,5,3
Shorshe Dherosh,https://veganbangla.com/wp-content/uploads/2020/09/fullsizeoutput_1832.jpeg?w=1024,3,5,20,"250g Okra,1 small tomato,3 tablespoon Mustard seed paste or puree or powder,2 Green Chili or 1 tsp green chili paste,1/2 teaspoon Black cumin,1/2 teaspoon of Turmeric powder,10ml Mustard oil/Vegetable oil,1teaspoon Salt","1. Wash and remove okra top and end part. Cut okra in 3cm long pieces. Make a puree of the tomato or just chop it if it’s too much of a hassle to puree only one tomato. Make a smooth powder or puree of mustard seeds too.
2. In a fry pan, heat mustard oil and add okra pieces. Fry them until they are slightly golden on outside. When done, set them aside.
3. In the same pan, add nigella or black cumin seeds. When popping, add tomato paste/puree, salt, turmeric powder, chili powder and green chili paste and mix well. Cook for 1-2 minutes with lid on low-medium heat. When tomatoes starts to separate from oil, add 50ml of water and let it simmer for a minute.
4. Add mustard paste or powder to the tomato gravy. Simmer for another 2-3 minutes. When gravy starts to get thicker, add fried okra.
5. Coat okra well in gravy. Add 100ml of water again to the pan. Now cover and simmer in low heat until the gravy gets in your desired consistency and okra are cooked thoroughly. Check salt and add more if needed.
Serve warm with rice or flat bread!",1,0,1,0,1,117,11,5,7,5
Kachchi Biryani,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2019/02/easy-kachchi-biryani-biriyani-recipe.jpg?w=1140&ssl=1,8,60,120,"Mutton or Beef,Aromatic rice,Sour yogurt,Ginger paste,Garlic paste,Dried red chili,Nutmeg, Mace,White pepper,Cinnamon,Cardamom,Cloves,Star anise,Raisin,Vegetable oil,Ghee,Potato,Prune,Milk powder,Liquid milk,Fried onion,Black pepper,Caraway,Cashew nuts,Salt","1. Wash & clean the meat pieces. Drain water well.

2. Make biryani spices mix. For this in a grinder take star anise, black cardamom, nutmeg, mace, white pepper, cloves, cardamom, cinnamon, black pepper, bay leaves & red chilies and grind them. Keep it aside.



3. Peel off & cut potatoes into comparatively bigger size, mix with pinches of salt & turmeric powder or saffron for color and shallow or deep fry them till brown. Keep them aside.

4. Take meat in a large bowl. Add salt, ginger-garlic pastes, beaten yogurt, biryani masala mix, oil, fried onion and mix everything very well. Now you can add smoke flavor using charcoal. We do not like the flavor, so skipping this process. Now rest it for 2 to 4 hours to marinate well.

5. Heat required amount of water in a pot adding oil, salt, sugar, cinnamon, cardamom, star anise, cloves and bay leaf. When the water starts boiling add rice. Boil till 70% cooked. Drain the water well using a strainer.

6. While boiling rice set the meat at bottom in a large pan, then potato & prunes, spread some crispy fried onions (beresta), milk powder, raisins, cubebs & caraway (Sha jeera) over them. Now add rice and spread around. Again spread some more crispy fried onions (beresta). Make a mixture of ghee, milk & milk powder. Pour on the rice all over.

7. Now make a soft dough with wheat flour and set on the edge of the pot. Now cover with the lid and press on the dough so that they join tightly to prevent release of heat.

8. Cook on high heat for 10 minutes and turn the flame to low. Now bring it to a simmer for 1.5-2 hours placing a fry pan or tawa son direct heat. Hopefully your biryani should be ready by this time. Serve warm with vegetable salad or raita.",0,0,1,0,1,896,69,40,51,4
Chirar Chop,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2020/12/chirar-cutlet-chop.jpg?resize=1140%2C500&ssl=1,4,10,20,"1/2 cup Flatten rice,1/3 cup Chopped onion,1 tsp Chopped green chilies,1/2 tsp Roasted cumin powder,1/2 tsp Roasted coriander powder ,1/4 tsp Turmeric powder ,1/4 tsp Red chili powder,To taste Salt ,To fry Oil","1. Wash and soak flatten rice for 30 minutes. Then drain well.

2. Now add all ingredients in a bowl except oil. Now mix with your hands. You can add a little bit of water if required. Combined everything well and give shape like cutlets or chops.

3. Heat oil in a pan for deep fry on medium flame. Fry chops slowly on medium-low heat patiently till brown. When it’s done take them out of the oil using a strainer and leave on a tissue for a while to absorb excess oil. Serve warm with your favorite ketchup or chutney. ",1,0,0,1,0,89,10,1,5,1
Sujir Barfi Halwa ,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2018/12/sujir-barfi-halua-halwa-recipe.jpg?w=1140&ssl=1,4,5,20,"1 cup Semolina,1/2 cup or to taste Sugar,2 tbsp Ghee or clarified butter,2 pcs or 1/4 tsp powder Cardamom ,2 pcs or 1/4 tsp powder Cinnamon,1 and 1/2 cup Liquid milk or water,Just a pinch Salt","1. Take a pan and roast semolina on medium-low heat. When it turns to light brown, add 1 tbsp ghee and mix well. Roast for another minute. Then turn the flame off and keep it aside.

2. In the same pan add 1 and half cup of milk or water, sugar, cinnamon, cardamom and salt and bring it to boil. Then gradually add roasted semolina and keep cooking on medium flame for 5 to 7 minutes.

3. When semolina is perfectly cooked and water is dried completely add the remaining ghee and mix well. Now turn the flame off. Grease a plate with ghee. Pour the semolina and flatten on the plate. Let it cool down completely. Then cut into pieces with your desired shape and serve.",1,1,0,1,0,347,59,8,9,2
Ilish Polao,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2020/09/ilish-polao-pulao-recipe.jpg?w=1140&ssl=1,5,20,45,"Hilsa fish – 600g,Normal rice – 300g,Chopped onion – 100g,Green chilies – 20g,Vegetable oil – 2 tbsp,Turmeric powder,Coconut milk,Salt – to taste","1. Cut hilsa fish into pieces. Wash and drain properly. Use a tissue paper to soak excess water. Marinate fish pieces with some salt and turmeric powder.

2. Now heat oil in a pan. Fry both sides of fish till golden brown. Keep them aside. Add 3/4 cup onion and 7/8 green chilies and fry them till golden brown. Keep this aside too.

3. Add remaining onion and chilies in oil. Fry for 30 seconds. Add 2 cups of coconut milk, 3 cups of water, salt and turmeric powder. You can add some sugar if you like. But very small amount like 2 tsp. Cover with the lid and bring it to boil. Then add rice which is washed and drained before. Cover and cook on medium-high flame till 80% cooked and the water dried.

4. Add and hide fried fish pieces, onion and chilies into the rice. Cover with the lid and simmer it for 10 to 15 minutes on very low flame. After 15 minutes turn the flame off and leave it for another 10 minutes covered. Take the fish pieces out of the rice carefully and lift the rice up & down. Serve hilsa pilaf rice warm with salad.",0,0,1,0,1,520,40,25,28,3
Beef Tehari ,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2020/05/beef-gorur-tehari-recipe.jpg?w=1140&ssl=1,6,40,90,"500 gm Aromatic rice (Basmati/Kalojeera/Chinigura) ,700 gm Beef ,1/2 cup Sour yoghurt ,1 tsp each Ginger-garlic pastes ,1 tbsp Papaya paste,1/2 cup Chopped onion ,15 pcs Green chili,1/2 cup Mustard oil ,2 tbsp Ghee,2 tsp to taste Sugar ,8/10 pcs Raisin ,To taste Salt","1. At first a spice mix or special beef tehari masala mix will be prepared. To make this, in a grinder take 2 large piece of cinnamons, 7/8 pieces of black pepper, 2 small pieces of mace, 2 pieces of bay leaves, 5 pieces of kubeb (kabab chini), 7/8 pieces of white pepper, 1/2 tsp shah jeera, 6/8 pieces of cardamom, 4 pieces of cloves, 1/2 tsp jeera, 1/2 tsp coriander and 1/2 of a nutmeg and grind all of them. Keep it aside.

2. Clean and wash beef and drain water properly. Cut into small pieces and take in a bowl. Add yogurt, ginger-garlic pastes, papaya paste, spice/masala mix that we made before and salt and give a nice mix with your hand. Marinate for 30 minutes.

3. Heat oil in a pan and add chopped onion and green chilies. Cook for a minute. Then add marinated beef and cook for 3-5 minutes. No need to add water this time since the meat releases water. Cook till the water dried. Then add 2 cups of water and cook till the meat gets tender or soft. It may take 30-40 minutes.

4. When beef pieces become soft and water is fully dried take them out of the pan. Now add rice in the same pan and fry for 2-3 minutes. Then add hot boiling water which has to be double amount of rice. Add 3 tbsp of powder milk and mix with that water before adding. You can add liquid milk instead of powder milk.

5. Add salt and sugar. Cover with the lid and cook for 5 minutes on high heat. Then add cooked beef and mix with the rice. Then cook for 10 minutes in medium-low heat. Add green chilies and raisins and cook for another 10 minutes on very low heat with the lid. Now turn off the flame and add ghee on the top and cover with the lid. Leave it on stove for 10-15 minutes covered. Then your beef tehari will be ready to be served. ",0,0,1,0,1,500,50,25,20,3
